,vacancy_name,vacancy_link,employer_link,salary_min,salary_max,salary_unit
1172,Инженер отдела сопровождения,https://ekaterinburg.hh.ru/vacancy/38338928?query=python,https://hh.ru/employer/238419,,,
1173,Ведущий инженер по сопровождению,https://ekaterinburg.hh.ru/vacancy/38619081?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
1174,Системный архитектор,https://ekaterinburg.hh.ru/vacancy/38800128?query=python,https://hh.ru/employer/3144945,,,
1175,Преподаватель авторских IT-семинаров/курсов,https://ekaterinburg.hh.ru/vacancy/37853467?query=python,https://hh.ru/employer/2258,,,
1176,Специалист по тестированию,https://ekaterinburg.hh.ru/vacancy/37348624?query=python,https://hh.ru/employer/58031,,,
1177,Сетевой инженер,https://ekaterinburg.hh.ru/vacancy/38158203?query=python,https://hh.ru/employer/232718,,,
1178,Системный аналитик (Government products and services),https://ekaterinburg.hh.ru/vacancy/37751191?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
1179,Главный аналитик IFRS9 (Сектор моделирования и прогнозирования),https://ekaterinburg.hh.ru/vacancy/37827609?query=python,https://hh.ru/employer/4394,,,
1180,Аналитик продуктов электронной коммерции,https://ekaterinburg.hh.ru/vacancy/39089578?query=python,https://hh.ru/employer/1740,,,
1181,Эксперт по информационной безопасности,https://ekaterinburg.hh.ru/vacancy/37543025?query=python,https://hh.ru/employer/1740,,,
1182,Compiler developer,https://ekaterinburg.hh.ru/vacancy/38316667?query=python,https://hh.ru/employer/429,,,
1183,DevOps специалист SRE middle / senior,https://ekaterinburg.hh.ru/vacancy/39133361?query=python,https://hh.ru/employer/4233,,,
1184,Аналитик клиентского пути (отчетность для розничного направления),https://ekaterinburg.hh.ru/vacancy/37937550?query=python,https://hh.ru/employer/3388,,,
1185,Разработчик ядра динамического анализатора кода,https://ekaterinburg.hh.ru/vacancy/39111452?query=python,https://hh.ru/employer/1793216,,,
1186,Эксперт - аналитик по разработке моделей розничного бизнеса,https://ekaterinburg.hh.ru/vacancy/37625298?query=python,https://hh.ru/employer/4181,,,
1187,Главный аналитик отдела развития серверной инфраструктуры,https://ekaterinburg.hh.ru/vacancy/37080246?query=python,https://hh.ru/employer/4181,,,
1188,Ведущий инженер группы управления инфраструктурой,https://ekaterinburg.hh.ru/vacancy/39084069?query=python,https://hh.ru/employer/103944,,,
1189,Преподаватель кружка программирования Python (на английском языке),https://ekaterinburg.hh.ru/vacancy/38640271?query=python,https://hh.ru/employer/2657797,,,
1190,Эксперт по интегрированным рискам,https://ekaterinburg.hh.ru/vacancy/37552853?query=python,https://hh.ru/employer/42954,,,
1191,Стажер/консультант в актуарную группу (страховые услуги),https://ekaterinburg.hh.ru/vacancy/38382083?query=python,https://hh.ru/employer/1201,,,
1192,Risk-manager,https://ekaterinburg.hh.ru/vacancy/39102766?query=python,https://hh.ru/employer/3210257,,,
1193,CRM Маркетолог,https://ekaterinburg.hh.ru/vacancy/39047059?query=python,https://hh.ru/employer/1329,,,
1194,Руководитель направления/Аналитик данных (ЕИСЖС),https://ekaterinburg.hh.ru/vacancy/39118799?query=python,https://hh.ru/employer/11680,,,
1195,Архитектор данных \ Data Architect,https://ekaterinburg.hh.ru/vacancy/38511693?query=python,https://hh.ru/employer/1876072,,,
1196,Разработчик СЭД,https://ekaterinburg.hh.ru/vacancy/39061513?query=python,https://hh.ru/employer/3131901,,,
1197,Начальник отдела цифровизации,https://ekaterinburg.hh.ru/vacancy/38523791?query=python,https://hh.ru/employer/715657,,100000.0,руб.
1198,QA Director,https://ekaterinburg.hh.ru/vacancy/35436409?query=python,https://hh.ru/employer/2300703,,,
1199,Директор проектов (Академия технологий и данных),https://ekaterinburg.hh.ru/vacancy/39149713?query=python,https://hh.ru/employer/1388900,,,
1200,Главный специалист направления администрирования систем информационной безопасности,https://ekaterinburg.hh.ru/vacancy/39158505?query=python,https://hh.ru/employer/2999164,,,
1201,Middle/Senior Software Developer,https://ekaterinburg.hh.ru/vacancy/38522653?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
1202,Технический писатель - продуктолог,https://ekaterinburg.hh.ru/vacancy/39155133?query=python,https://hh.ru/employer/1740,,,
1203,Специалист анализа и планирования клиентского сервиса,https://ekaterinburg.hh.ru/vacancy/39151214?query=python,https://hh.ru/employer/78638,70000.0,,руб.
1204,Инженер-программист/РЭА,https://ekaterinburg.hh.ru/vacancy/38323991?query=python,https://hh.ru/employer/1028179,,,
1205,Product Analyst/Продуктовый аналитик,https://ekaterinburg.hh.ru/vacancy/37444252?query=python,https://hh.ru/employer/1942336,,,
1206,Ведущий специалист отдела ИТ,https://ekaterinburg.hh.ru/vacancy/39122679?query=python,https://hh.ru/employer/665467,,,
1207,Администратор BigData,https://ekaterinburg.hh.ru/vacancy/38078759?query=python,https://hh.ru/employer/4872,,,
1208,Team lead/ Ведущий разработчик С++,https://ekaterinburg.hh.ru/vacancy/38995894?query=python,https://hh.ru/employer/3144945,,,
1209,Visual-Inertial Algorithm Developer: Math,https://ekaterinburg.hh.ru/vacancy/37082078?query=python,https://hh.ru/employer/1093327,,,
1210,Ведущий технический писатель в Tarantool,https://ekaterinburg.hh.ru/vacancy/38461267?query=python,https://hh.ru/employer/15478,,,
1211,Прикладной администратор Единой Интеграционной Платформы,https://ekaterinburg.hh.ru/vacancy/34751474?query=python,https://hh.ru/employer/2748,,,
1212,Visual-Inertial Algorithm Developer (CV),https://ekaterinburg.hh.ru/vacancy/38768728?query=python,https://hh.ru/employer/1093327,,,
1213,Аналитик-технолог,https://ekaterinburg.hh.ru/vacancy/38414460?query=python,https://hh.ru/employer/14402,,,
1214,Системный инженер (ИБ),https://ekaterinburg.hh.ru/vacancy/38575874?query=python,https://hh.ru/employer/213397,,,
1215,"Ведущий специалист (Группа сопровождения ""Криптоядро"")",https://ekaterinburg.hh.ru/vacancy/37232185?query=python,https://hh.ru/employer/3156389?dpt=3156389-3156389-crpt,,,
1216,Исследователь SOC,https://ekaterinburg.hh.ru/vacancy/39062770?query=python,https://hh.ru/employer/3778,,,
1217,Директор по архитектуре (DWH),https://ekaterinburg.hh.ru/vacancy/39123729?query=python,https://hh.ru/employer/3388,,,
1218,Intern IT Auditor,https://ekaterinburg.hh.ru/vacancy/38057502?query=python,https://hh.ru/employer/599?dpt=rosbank-599-opyt,,,
1219,Разработчик аналитических сервисов,https://ekaterinburg.hh.ru/vacancy/39114904?query=python,https://hh.ru/employer/2733062,,100000.0,руб.
1220,Актуарий,https://ekaterinburg.hh.ru/vacancy/39145527?query=python,https://hh.ru/employer/197303,,,
1221,Аналитик Hadoop,https://ekaterinburg.hh.ru/vacancy/37399123?query=python,https://hh.ru/employer/4649269,,,
1222,Продуктовый аналитик,https://ekaterinburg.hh.ru/vacancy/39062340?query=python,https://hh.ru/employer/2460946,,,
1223,Ведущий специалист технической поддержки,https://ekaterinburg.hh.ru/vacancy/38824903?query=python,https://hh.ru/employer/1520649,,87000.0,руб.
1224,Технический руководитель финтех проекта,https://ekaterinburg.hh.ru/vacancy/38730637?query=python,https://hh.ru/employer/3794126,100000.0,,руб.
1225,Прикладной администратор (проект Система быстрых платежей),https://ekaterinburg.hh.ru/vacancy/38593461?query=python,https://hh.ru/employer/1654251,,,
1226,"C Developer (QA Team, KasperskyOS)",https://ekaterinburg.hh.ru/vacancy/39062136?query=python,https://hh.ru/employer/1057,,,
1227,Руководитель департамента data аналитики,https://ekaterinburg.hh.ru/vacancy/38368600?query=python,https://hh.ru/employer/2077620,280000.0,300000.0,руб.
1228,Business Analysis Specialist,https://ekaterinburg.hh.ru/vacancy/38661026?query=python,https://hh.ru/employer/2592107,,,
1229,Инвестиционный консультант,https://ekaterinburg.hh.ru/vacancy/38023678?query=python,https://hh.ru/employer/2682,,,
1230,Руководитель направления предсказания дорожной ситуации (команда беспилотника),https://ekaterinburg.hh.ru/vacancy/38918832?query=python,https://hh.ru/employer/3529?dpt=3529-3529-lead,,,
1231,Руководитель группы серверной разработки (команда беспилотника),https://ekaterinburg.hh.ru/vacancy/38918892?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
1232,Инженер-аналитик,https://ekaterinburg.hh.ru/vacancy/37283975?query=python,https://hh.ru/employer/2343?dpt=2343-2343-it,,,
1233,Ведущий инженер по сопровождению Банковского ПО,https://ekaterinburg.hh.ru/vacancy/39122671?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
1234,Эксперт по сопровождению / Администратор Linux,https://ekaterinburg.hh.ru/vacancy/38849826?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
1235,Младший эксперт по медиа исследованиям,https://ekaterinburg.hh.ru/vacancy/39104004?query=python,https://hh.ru/employer/3982116,,,
1236,QA automation engineer (Communications),https://ekaterinburg.hh.ru/vacancy/38482011?query=python,https://hh.ru/employer/84585,,,
1237,Системный администратор,https://ekaterinburg.hh.ru/vacancy/38325029?query=python,https://hh.ru/employer/1028179,,,
1238,Старший аналитик,https://ekaterinburg.hh.ru/vacancy/39007199?query=python,https://hh.ru/employer/5694,,,
1239,Сетевой инженер,https://ekaterinburg.hh.ru/vacancy/39069558?query=python,https://hh.ru/employer/2425896,,,
1240,Ассистент отдела развития партнеров,https://ekaterinburg.hh.ru/vacancy/39109134?query=python,https://hh.ru/employer/2628254,25000.0,40000.0,руб.
1241,BIM - менеджер,https://ekaterinburg.hh.ru/vacancy/39047485?query=python,https://hh.ru/employer/125624,,,
1242,Backend разработчик (Middle\Senior),https://ekaterinburg.hh.ru/vacancy/37789068?query=python,https://hh.ru/employer/188712,,,
1243,Младший/старший научный сотрудник (численный расчёт),https://ekaterinburg.hh.ru/vacancy/36953590?query=python,https://hh.ru/employer/920436,,,
1244,Директор (моделирование активов и пассивов Банка),https://ekaterinburg.hh.ru/vacancy/39153509?query=python,https://hh.ru/employer/3388,,,
1245,Team Lead DWH,https://ekaterinburg.hh.ru/vacancy/36605616?query=python,https://hh.ru/employer/3460322,,,
1246,"Senior Full Stack Developer (Python, JavaScript)",https://ekaterinburg.hh.ru/vacancy/39052727?query=python,https://hh.ru/employer/4290887,2000.0,4000.0,USD
1247,Старший сетевой инженер / руководитель отдела,https://ekaterinburg.hh.ru/vacancy/38948463?query=python,https://hh.ru/employer/717220,150000.0,200000.0,руб.
1248,"Инженер в направление ""Голосовые технологии""",https://ekaterinburg.hh.ru/vacancy/38784750?query=python,https://hh.ru/employer/2575,,,
1249,Инженер-оптик,https://ekaterinburg.hh.ru/vacancy/37133218?query=python,https://hh.ru/employer/1265869,65000.0,80000.0,руб.
1250,Консультант RPA,https://ekaterinburg.hh.ru/vacancy/39078608?query=python,https://hh.ru/employer/3919,,,
1251,Старший специалист в команду проектной безопасности (Web Application security),https://ekaterinburg.hh.ru/vacancy/36796176?query=python,https://hh.ru/employer/8620,,,
1252,Младший консультант (департамент управленческого консалтинга),https://ekaterinburg.hh.ru/vacancy/39137768?query=python,https://hh.ru/employer/1716,,,
1253,Руководитель направления/Главный эксперт отдела рыночных рисков (Банк),https://ekaterinburg.hh.ru/vacancy/38739508?query=python,https://hh.ru/employer/37623,150000.0,250000.0,руб.
1254,IT-рекрутер/HR менеджер,https://ekaterinburg.hh.ru/vacancy/38978132?query=python,https://hh.ru/employer/1407995,,,
1255,SRE инженер,https://ekaterinburg.hh.ru/vacancy/39114714?query=python,https://hh.ru/employer/4925,,,
1256,Руководитель направления операционных аудитов,https://ekaterinburg.hh.ru/vacancy/39130373?query=python,https://hh.ru/employer/4406887?dpt=4406887-4406887-office,,,
1257,Финансовый аналитик,https://ekaterinburg.hh.ru/vacancy/39112605?query=python,https://hh.ru/employer/15478,,,
1258,Администратор баз данных (DBA),https://ekaterinburg.hh.ru/vacancy/38529042?query=python,https://hh.ru/employer/4233,,,
1259,Руководитель факультета данных в Яндекс.Практикум,https://ekaterinburg.hh.ru/vacancy/39114247?query=python,https://hh.ru/employer/1740,,,
1260,Senior Analyst,https://ekaterinburg.hh.ru/vacancy/39062919?query=python,https://hh.ru/employer/2870783,150000.0,300000.0,руб.
1261,Скриптер игрового проекта,https://ekaterinburg.hh.ru/vacancy/38158152?query=python,https://hh.ru/employer/232718,,,
1262,Руководитель продуктовой аналитики голосового ассистента Олега (AI/ML),https://ekaterinburg.hh.ru/vacancy/37371587?query=python,https://hh.ru/employer/78638,,,
1263,Продуктовый аналитик,https://ekaterinburg.hh.ru/vacancy/39041186?query=python,https://hh.ru/employer/83639,,,
1264,Старший консультант SAP BW/BO,https://ekaterinburg.hh.ru/vacancy/38616063?query=python,https://hh.ru/employer/1201,,,
1265,Руководитель SOC,https://ekaterinburg.hh.ru/vacancy/38085403?query=python,https://hh.ru/employer/3778,,,
1266,Сетевой инженер в группу офисной инфраструктуры,https://ekaterinburg.hh.ru/vacancy/39070839?query=python,https://hh.ru/employer/1740,,,
1267,Инженер-электроник,https://ekaterinburg.hh.ru/vacancy/39106078?query=python,https://hh.ru/employer/26624,,,
1268,Ведущий маркетинговый аналитик в Delivery Club,https://ekaterinburg.hh.ru/vacancy/39122193?query=python,https://hh.ru/employer/15478,,,
1269,DevOps инженер / Администратор АС,https://ekaterinburg.hh.ru/vacancy/38994454?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
1270,Дежурный администратор IaaS-проектов в команду Облака КРОК,https://ekaterinburg.hh.ru/vacancy/38675415?query=python,https://hh.ru/employer/2987,,,
1271,Руководитель направления информационных решений рисков (Service Owner),https://ekaterinburg.hh.ru/vacancy/38700864?query=python,https://hh.ru/employer/599?dpt=rosbank-599-opyt,,,
1272,Ведущий сетевой архитектор,https://ekaterinburg.hh.ru/vacancy/39160384?query=python,https://hh.ru/employer/4233,,,
1273,Аналитик целевых коммуникаций и программ лояльности Маркета,https://ekaterinburg.hh.ru/vacancy/39140902?query=python,https://hh.ru/employer/1740,,,
1274,Продуктовый аналитик в команду WebOffice,https://ekaterinburg.hh.ru/vacancy/35995809?query=python,https://hh.ru/employer/78638,,,
1275,Специалист группы (Сопровождение вычислительного комплекса),https://ekaterinburg.hh.ru/vacancy/35949721?query=python,https://hh.ru/employer/3156389?dpt=3156389-3156389-crpt,,,
1276,Администратор систем управления базами данных (СУБД) / стажер,https://ekaterinburg.hh.ru/vacancy/37511429?query=python,https://hh.ru/employer/19648,,,
1277,Бизнес-аналитик отдела развития CRM и партнерских программ,https://ekaterinburg.hh.ru/vacancy/38341918?query=python,https://hh.ru/employer/58320,,,
1278,Go разработчик (юнит Pricing),https://ekaterinburg.hh.ru/vacancy/37896305?query=python,https://hh.ru/employer/84585,,,
1279,Специалист по функциональному тестированию,https://ekaterinburg.hh.ru/vacancy/31061804?query=python,https://hh.ru/employer/197135,,,
1280,Главный эксперт по информационной безопасности,https://ekaterinburg.hh.ru/vacancy/39082730?query=python,https://hh.ru/employer/1439,,,
1281,Менеджер проектов ( IoT «Цифровая модель региона»),https://ekaterinburg.hh.ru/vacancy/38721323?query=python,https://hh.ru/employer/3776?dpt=mts-3776-main,,,
1282,Solution Architect\Архитектор решений,https://ekaterinburg.hh.ru/vacancy/39107438?query=python,https://hh.ru/employer/1521936,,,
1283,Разработчик-метеоролог,https://ekaterinburg.hh.ru/vacancy/37401203?query=python,https://hh.ru/employer/1740,,,
1284,Директор/ Эксперт модельных рисков и валидации,https://ekaterinburg.hh.ru/vacancy/37821466?query=python,https://hh.ru/employer/4181,,,
1285,Аналитик отдела маркетинга,https://ekaterinburg.hh.ru/vacancy/38705157?query=python,https://hh.ru/employer/32918,,,
1286,QA Lead \ Senior QA,https://ekaterinburg.hh.ru/vacancy/36802358?query=python,https://hh.ru/employer/197135,,,
1287,Администратор NIS,https://ekaterinburg.hh.ru/vacancy/39082012?query=python,https://hh.ru/employer/4934?dpt=bil-4934-beel,,,
1288,Старший аналитик по контролю рисков,https://ekaterinburg.hh.ru/vacancy/39161774?query=python,https://hh.ru/employer/1654251,,,
1289,Технический архитектор,https://ekaterinburg.hh.ru/vacancy/38276327?query=python,https://hh.ru/employer/2921408,,,
1290,Hadoop/Spark developer,https://ekaterinburg.hh.ru/vacancy/37399001?query=python,https://hh.ru/employer/4649269,,,
1291,Ведущий системный администратор /Эксперт,https://ekaterinburg.hh.ru/vacancy/39075484?query=python,https://hh.ru/employer/802558,,,
1292,Руководитель SOC,https://ekaterinburg.hh.ru/vacancy/37542902?query=python,https://hh.ru/employer/1740,,,
1293,Продуктовый аналитик в команду R-Online,https://ekaterinburg.hh.ru/vacancy/38106287?query=python,https://hh.ru/employer/4023,,,
1294,Руководитель направления (кредитная стратегия выдач и вторичных продаж),https://ekaterinburg.hh.ru/vacancy/39083131?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
1295,Технический менеджер проектов,https://ekaterinburg.hh.ru/vacancy/39098348?query=python,https://hh.ru/employer/1740,,,
1296,Financial Risk Management Consultant / Senior Consultant,https://ekaterinburg.hh.ru/vacancy/39091260?query=python,https://hh.ru/employer/1201,,,
1297,Старший аудитор (Служба внутреннего аудита),https://ekaterinburg.hh.ru/vacancy/39164384?query=python,https://hh.ru/employer/4496?dpt=4496-4496-office,,,
1298,Head of Product Analytics / Руководитель отдела продуктовой аналитики,https://ekaterinburg.hh.ru/vacancy/38521829?query=python,https://hh.ru/employer/2657797,,,
1299,Заместитель начальника ИТ-службы,https://ekaterinburg.hh.ru/vacancy/38899303?query=python,https://hh.ru/employer/1796365,,,
1300,Руководитель направления систем управления автомобилем (команда беспилотника),https://ekaterinburg.hh.ru/vacancy/38918845?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
1301,Руководитель направления распознавания объектов (команда беспилотника),https://ekaterinburg.hh.ru/vacancy/38601529?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
1302,Администратор баз данных/системный администратор,https://ekaterinburg.hh.ru/vacancy/39063907?query=python,https://hh.ru/employer/17053,,,
1303,Mobile DevOps Specialist,https://ekaterinburg.hh.ru/vacancy/39067171?query=python,https://hh.ru/employer/4925,,,
1304,Руководитель группы технических проектов,https://ekaterinburg.hh.ru/vacancy/39138418?query=python,https://hh.ru/employer/1740,,,
1305,Руководитель группы (Эксплуатация вычислительного комплекса),https://ekaterinburg.hh.ru/vacancy/37303369?query=python,https://hh.ru/employer/3156389?dpt=3156389-3156389-crpt,,,
1306,Руководитель эксплуатации,https://ekaterinburg.hh.ru/vacancy/38438885?query=python,https://hh.ru/employer/1959252,,,
1307,SAP Business Solution Consultant (Order to Cash),https://ekaterinburg.hh.ru/vacancy/39069528?query=python,https://hh.ru/employer/2009,,,
1308,Product Manager (mid-senior),https://ekaterinburg.hh.ru/vacancy/39113308?query=python,https://hh.ru/employer/2016664,,,
1309,Growth Marketing Analyst,https://ekaterinburg.hh.ru/vacancy/39136162?query=python,https://hh.ru/employer/2870783,190000.0,250000.0,руб.
1310,Инженер-тестировщик оборудования и встроенного ПО на производстве,https://ekaterinburg.hh.ru/vacancy/36914836?query=python,https://hh.ru/employer/540836,,,
1311,Аналитик/разработчик DWH,https://ekaterinburg.hh.ru/vacancy/37735943?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
1312,Senior .Net Developer,https://ekaterinburg.hh.ru/vacancy/36807961?query=python,https://hh.ru/employer/1429999,,,
1313,Главный аудитор,https://ekaterinburg.hh.ru/vacancy/39134298?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
1314,Системный архитектор,https://ekaterinburg.hh.ru/vacancy/37914189?query=python,https://hh.ru/employer/228,,,
1315,Application Security Officer (to Saint-Petersburg),https://ekaterinburg.hh.ru/vacancy/37356940?query=python,https://hh.ru/employer/789662,,,
1316,Интернет-маркетолог,https://ekaterinburg.hh.ru/vacancy/39082436?query=python,https://hh.ru/employer/157721,60000.0,90000.0,руб.
1317,Архитектор SAP Cloud Platform,https://ekaterinburg.hh.ru/vacancy/39157809?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
1318,Старший аналитик (digital маркетинг),https://ekaterinburg.hh.ru/vacancy/38522590?query=python,https://hh.ru/employer/780654,,,
1319,Junior Econometrician / Младший эконометрист,https://ekaterinburg.hh.ru/vacancy/39097330?query=python,https://hh.ru/employer/70784?dpt=groupm-70784-meco,,,
1320,Email-маркетолог/ CRM-маркетолог,https://ekaterinburg.hh.ru/vacancy/38030864?query=python,https://hh.ru/employer/4131?dpt=4131-4131-avilon,80000.0,100000.0,руб.
1321,Ведущий инженер-прочнист,https://ekaterinburg.hh.ru/vacancy/36723704?query=python,https://hh.ru/employer/2628174,,,
1322,Chief Insights and Analytics Manager,https://ekaterinburg.hh.ru/vacancy/39070103?query=python,https://hh.ru/employer/1850,,,
1323,BIM менеджер/координатор/инженер/ Менеджер по информационному моделированию проектов,https://ekaterinburg.hh.ru/vacancy/39161634?query=python,https://hh.ru/employer/2168579,,,
1324,Архитектор высоконагруженных проектов,https://ekaterinburg.hh.ru/vacancy/39061404?query=python,https://hh.ru/employer/58031,,,
1325,Менеджер проектов CDP,https://ekaterinburg.hh.ru/vacancy/39098074?query=python,https://hh.ru/employer/421950,,,
1326,Специалист по мониторингу,https://ekaterinburg.hh.ru/vacancy/37981123?query=python,https://hh.ru/employer/4872,,,
1327,"Продуктовый аналитик (CJЕ) бизнес-стрима ""Развитие Интернет-банка""",https://ekaterinburg.hh.ru/vacancy/38571661?query=python,https://hh.ru/employer/4181,,,
1328,Менеджер по планированию спроса в Беру,https://ekaterinburg.hh.ru/vacancy/39103421?query=python,https://hh.ru/employer/1740,,,
1329,Администратор платформы поддержки развития бизнеса,https://ekaterinburg.hh.ru/vacancy/39077287?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
1330,Начальник управления актуарных расчетов,https://ekaterinburg.hh.ru/vacancy/34003660?query=python,https://hh.ru/employer/6488,,,
1331,Ведущий аналитик,https://ekaterinburg.hh.ru/vacancy/37985460?query=python,https://hh.ru/employer/2650498,85000.0,120000.0,руб.
1332,Инженер технической поддержки 2-ая линия (support),https://ekaterinburg.hh.ru/vacancy/39065605?query=python,https://hh.ru/employer/906557,,,
1333,Ведущий специалист (Группа мониторинга движения лекарственных препаратов),https://ekaterinburg.hh.ru/vacancy/36868838?query=python,https://hh.ru/employer/3156389?dpt=3156389-3156389-crpt,,,
1334,Руководитель направления Управления развития отношений с клиентами (CVM),https://ekaterinburg.hh.ru/vacancy/38340954?query=python,https://hh.ru/employer/58320,,,
1335,Аналитик каналов платного привлечения пользователей Маркета,https://ekaterinburg.hh.ru/vacancy/39140901?query=python,https://hh.ru/employer/1740,,,
1336,Ведущий специалист (Группа эксплуатации вычислительного комплекса),https://ekaterinburg.hh.ru/vacancy/35949913?query=python,https://hh.ru/employer/3156389?dpt=3156389-3156389-crpt,,,
1337,Director of Professional Services,https://ekaterinburg.hh.ru/vacancy/39158164?query=python,https://hh.ru/employer/4287981,4000.0,,USD
1338,Разработчик QlikView (ведущий консультант),https://ekaterinburg.hh.ru/vacancy/37144351?query=python,https://hh.ru/employer/4315301,,,
1339,Старший портфельный менеджер,https://ekaterinburg.hh.ru/vacancy/39149474?query=python,https://hh.ru/employer/5923?dpt=rns-5923-RKMo,,,
1340,Аналитик,https://ekaterinburg.hh.ru/vacancy/38493781?query=python,https://hh.ru/employer/2650498,55000.0,70000.0,руб.
1341,Руководитель направления (запуск CRM-кампаний розничного бизнеса),https://ekaterinburg.hh.ru/vacancy/38841153?query=python,https://hh.ru/employer/58320,,,
1342,Supply Chain Management Intern / Стажер в отдел логистики Procter&Gamble,https://ekaterinburg.hh.ru/vacancy/39064771?query=python,https://hh.ru/employer/4949?dpt=4949-4949-stud,70000.0,,руб.
1343,Архитектор RPA,https://ekaterinburg.hh.ru/vacancy/39063116?query=python,https://hh.ru/employer/2381,,,
1344,Главный инженер АХД (заместитель руководителя группы),https://ekaterinburg.hh.ru/vacancy/39113672?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
1345,Системный администратор высокопроизводительных вычислительных систем (управление конфигурацией),https://ekaterinburg.hh.ru/vacancy/37511984?query=python,https://hh.ru/employer/19648,120000.0,150000.0,руб.
1346,Главный эксперт Департамент структурных и рыночных рисков,https://ekaterinburg.hh.ru/vacancy/39064299?query=python,https://hh.ru/employer/599?dpt=rosbank-599-opyt,,,
1347,Системный администратор высокопроизводительных вычислительных систем (визуализация),https://ekaterinburg.hh.ru/vacancy/37512052?query=python,https://hh.ru/employer/19648,120000.0,150000.0,руб.
1348,Руководитель направления технической поддержки программа Базис 2+ЛТП,https://ekaterinburg.hh.ru/vacancy/38049357?query=python,https://hh.ru/employer/2748,170000.0,204000.0,руб.
1349,Администратор IT систем / SRE (команда SberDevices),https://ekaterinburg.hh.ru/vacancy/33464069?query=python,https://hh.ru/employer/3529?dpt=3529-3529-prof,,,
1350,Руководитель отдела искусственного интеллекта,https://ekaterinburg.hh.ru/vacancy/39128671?query=python,https://hh.ru/employer/220513,,,
1351,Аналитик-разработчик SQL,https://ekaterinburg.hh.ru/vacancy/38612298?query=python,https://hh.ru/employer/2987,,,
1352,Менеджер Дирекции финансового консультирования,https://ekaterinburg.hh.ru/vacancy/39076729?query=python,https://hh.ru/employer/200512,,,
1353,Специалист службы поддержки в Практикум (ночные смены),https://ekaterinburg.hh.ru/vacancy/38527100?query=python,https://hh.ru/employer/1740,,,
1354,Web-аналитик,https://ekaterinburg.hh.ru/vacancy/38612057?query=python,https://hh.ru/employer/2987,,,
1355,Главный специалист прогноз платформ (Prognoz Platform),https://ekaterinburg.hh.ru/vacancy/37968653?query=python,https://hh.ru/employer/2163044,,,
1356,DevSecOPS Specialist,https://ekaterinburg.hh.ru/vacancy/39106149?query=python,https://hh.ru/employer/1272486,,,
1357,Главный инженер отдела мониторинга (Micro Focus),https://ekaterinburg.hh.ru/vacancy/38558642?query=python,https://hh.ru/employer/58320,,,
1358,IT Аналитик в сфере Рынков Капитала,https://ekaterinburg.hh.ru/vacancy/38793328?query=python,https://hh.ru/employer/4080,,,
1359,Менеджер BIM-проектов,https://ekaterinburg.hh.ru/vacancy/39073542?query=python,https://hh.ru/employer/2093148,105000.0,,руб.
1360,Ведущий PHP разработчик в Юлу,https://ekaterinburg.hh.ru/vacancy/37387486?query=python,https://hh.ru/employer/15478,,,
1361,Инженер технической поддержки,https://ekaterinburg.hh.ru/vacancy/37400546?query=python,https://hh.ru/employer/4233,,,
1362,Инженер по автоматизации тестирования (Python),https://ekaterinburg.hh.ru/vacancy/37386847?query=python,https://hh.ru/employer/78638,,,
1363,Администратор баз данных / Database administrator,https://ekaterinburg.hh.ru/vacancy/38291194?query=python,https://hh.ru/employer/614947,,,
1364,DevOps Specialist,https://ekaterinburg.hh.ru/vacancy/38262815?query=python,https://hh.ru/employer/58031,,,
1365,Ведущий тестировщик (автотестер на Python),https://ekaterinburg.hh.ru/vacancy/36968051?query=python,https://hh.ru/employer/154761,,,
1366,Разработчик Go (Communications),https://ekaterinburg.hh.ru/vacancy/38463228?query=python,https://hh.ru/employer/84585,,,
1367,Разработчик Python (Middle),https://ekaterinburg.hh.ru/vacancy/38001428?query=python,https://hh.ru/employer/1062084,,150000.0,руб.
1368,"Наставник на программу обучения ""Middle Python разработчик"" в Яндекс.Практикум",https://ekaterinburg.hh.ru/vacancy/37809149?query=python,https://hh.ru/employer/1740,,,
1369,DevOps,https://ekaterinburg.hh.ru/vacancy/37911267?query=python,https://hh.ru/employer/894410,,,
1370,Системный администратор Linux,https://ekaterinburg.hh.ru/vacancy/38457854?query=python,https://hh.ru/employer/4492359,100000.0,200000.0,руб.
1371,Frontend/FullStack Developer,https://ekaterinburg.hh.ru/vacancy/38463803?query=python,https://hh.ru/employer/1574037,,150000.0,руб.
